# ID,Target Pressure (bar)
223,0.200463
224,0.179690
225,0.459221
226,0.438448
227,0.417675
228,0.364542
229,0.343769
230,0.322996
231,0.269863
232,0.249090
233,0.228317
234,0.486122
235,0.465350
236,0.444577
237,0.468125
238,0.373446
239,0.278767
240,0.353448
241,0.332675
242,0.311902
243,0.693359
244,0.584701
245,0.476043
246,0.675259
247,0.566601
248,0.457943
249,0.657159
250,0.548500
251,0.439842
252,0.785198
253,0.676539
254,0.567881
255,0.767097
256,0.658439
257,0.549781
258,0.748997
259,0.640338
260,0.531680
261,0.790493
262,0.681835
263,0.573177
264,0.596725
265,0.578625
266,0.560524
267,0.810976
268,0.702318
269,0.593660
270,0.335313
271,0.274592
272,0.213871
273,0.261519
274,0.200798
275,0.140077
276,0.187725
277,0.127004
278,0.066283
279,0.441555
280,0.380834
281,0.320113
282,0.367761
283,0.307040
284,0.246319
285,0.293967
286,0.233246
287,0.172525
288,0.439649
289,0.378928
290,0.318207
291,0.341755
292,0.267961
293,0.194167
294,0.348744
295,0.288024
296,0.227303
297,0.677941
298,0.657168
299,0.636395
300,0.652879
301,0.632106
302,0.611333
303,0.627817
304,0.607044
305,0.586271
306,0.740972
307,0.720199
308,0.699426
309,0.715910
310,0.695137
311,0.674364
312,0.690848
313,0.670075
314,0.649302
315,0.760671
316,0.739898
317,0.719126
318,0.742674
319,0.717611
320,0.692549
321,0.767231
322,0.746458
323,0.725685
324,0.385604
325,0.308904
326,0.232204
327,0.367503
328,0.290803
329,0.214103
330,0.349403
331,0.272703
332,0.196003
333,0.491846
334,0.415146
335,0.338446
336,0.473745
337,0.397045
338,0.320345
339,0.455645
340,0.378945
341,0.302245
342,0.489939
343,0.413240
344,0.336540
345,0.360088
346,0.341987
347,0.323887
348,0.510422
349,0.433722
350,0.357022
351,0.748440
352,0.687719
353,0.626998
354,0.653761
355,0.593040
356,0.532319
357,0.559082
358,0.498361
359,0.437640
360,0.816272
361,0.755551
362,0.694830
363,0.721593
364,0.660872
365,0.600151
366,0.626914
367,0.566193
368,0.505472
369,0.833571
370,0.772850
371,0.712129
372,0.735677
373,0.640998
374,0.546319
375,0.700896
376,0.640175
377,0.579455
378,0.583224
379,0.466576
380,0.349928
381,0.558162
382,0.441514
383,0.324866
384,0.533100
385,0.416452
386,0.299804
387,0.679863
388,0.563215
389,0.446568
390,0.654801
391,0.538153
392,0.421506
393,0.629739
394,0.513091
395,0.396443
396,0.682758
397,0.566111
398,0.449463
399,0.473011
400,0.447949
401,0.422887
402,0.689318
403,0.572670
404,0.456022
405,0.466167
406,0.389468
407,0.312768
408,0.420220
409,0.343520
410,0.266820
411,0.374273
412,0.297573
413,0.220873
414,0.519596
415,0.442896
416,0.366196
417,0.473649
418,0.396949
419,0.320249
420,0.427701
421,0.351001
422,0.274301
423,0.544096
424,0.467397
425,0.390697
426,0.414245
427,0.368298
428,0.322350
429,0.508886
430,0.432186
431,0.355486
432,0.383062
433,0.354299
434,0.325537
435,0.330153
436,0.301390
437,0.272628
438,0.277244
439,0.248481
440,0.219719
441,0.450894
442,0.422131
443,0.393369
444,0.397985
445,0.369222
446,0.340460
447,0.345076
448,0.316313
449,0.287551
450,0.468193
451,0.439430
452,0.410668
453,0.434216
454,0.381307
455,0.328398
456,0.419058
457,0.390296
458,0.361534
459,0.367650
460,0.322908
461,0.278167
462,0.314741
463,0.269999
464,0.225258
465,0.261832
466,0.217090
467,0.172349
468,0.449885
469,0.405144
470,0.360402
471,0.396977
472,0.352235
473,0.307493
474,0.344068
475,0.299326
476,0.254584
477,0.459983
478,0.415241
479,0.370499
480,0.394047
481,0.341138
482,0.288230
483,0.410848
484,0.366107
485,0.321365
486,0.588557
487,0.551805
488,0.515053
489,0.542610
490,0.505858
491,0.469106
492,0.496663
493,0.459911
494,0.423159
495,0.680395
496,0.643643
497,0.606891
498,0.634448
499,0.597696
500,0.560944
501,0.588501
502,0.551749
503,0.514997
504,0.685691
505,0.648939
506,0.612187
507,0.635735
508,0.589788
509,0.543841
510,0.650480
511,0.613728
512,0.576976
513,0.450171
514,0.397440
515,0.344709
516,0.390300
517,0.337569
518,0.284838
519,0.330430
520,0.277699
521,0.224967
522,0.551612
523,0.498880
524,0.446149
525,0.491741
526,0.439010
527,0.386279
528,0.431870
529,0.379139
530,0.326408
531,0.552106
532,0.499375
533,0.446644
534,0.470192
535,0.410321
536,0.350451
537,0.489049
538,0.436318
539,0.383586
540,0.361512
541,0.324760
542,0.288008
543,0.343412
544,0.306660
545,0.269908
546,0.325311
547,0.288559
548,0.251807
549,0.438946
550,0.402194
551,0.365442
552,0.420846
553,0.384094
554,0.347342
555,0.402746
556,0.365994
557,0.329242
558,0.451444
559,0.414692
560,0.377940
561,0.401488
562,0.383388
563,0.365287
564,0.471927
565,0.435175
566,0.398423
567,0.231342
568,0.114694
569,-0.001953
570,0.206280
571,0.089632
572,-0.027016
573,0.181218
574,0.064570
575,-0.052078
576,0.303975
577,0.187328
578,0.070680
579,0.278913
580,0.162265
581,0.045618
582,0.253851
583,0.137203
584,0.020555
585,0.318874
586,0.202226
587,0.085578
588,0.109126
589,0.084064
590,0.059002
591,0.325433
592,0.208785
593,0.092137
594,0.564817
595,0.528065
596,0.491312
597,0.497984
598,0.461232
599,0.424480
600,0.431152
601,0.394400
602,0.357648
603,0.642251
604,0.605499
605,0.568747
606,0.575419
607,0.538667
608,0.501915
609,0.508586
610,0.471834
611,0.435082
612,0.654749
613,0.617997
614,0.581245
615,0.604793
616,0.537960
617,0.471128
618,0.577768
619,0.541016
620,0.504264
621,0.706395
622,0.645675
623,0.584954
624,0.639563
625,0.578842
626,0.518122
627,0.572731
628,0.512010
629,0.451289
630,0.793432
631,0.732712
632,0.671991
633,0.726600
634,0.665879
635,0.605159
636,0.659768
637,0.599047
638,0.538326
639,0.801129
640,0.740408
641,0.679687
642,0.703235
643,0.636403
644,0.569571
645,0.724148
646,0.663427
647,0.602706
648,0.511087
649,0.410418
650,0.309749
651,0.479063
652,0.378394
653,0.277725
654,0.447039
655,0.346370
656,0.245702
657,0.598123
658,0.497455
659,0.396786
660,0.566100
661,0.465431
662,0.364762
663,0.534076
664,0.433407
665,0.332739
666,0.605820
667,0.505151
668,0.404483
669,0.428031
670,0.396007
671,0.363983
672,0.598456
673,0.497787
674,0.397119
675,1.032168
676,0.987426
677,0.942685
678,0.965336
679,0.920594
680,0.875852
681,0.898503
682,0.853762
683,0.809020
684,1.080795
685,1.036053
686,0.991312
687,1.013963
688,0.969221
689,0.924479
690,0.947130
691,0.902389
692,0.857647
693,1.107696
694,1.062955
695,1.018213
696,1.041761
697,0.974929
698,0.908096
699,1.030715
700,0.985974
701,0.941232
702,0.261899
703,0.177209
704,0.092520
705,0.195067
706,0.110377
707,0.025688
708,0.128234
709,0.043545
710,-0.041145
711,0.358538
712,0.273849
713,0.189159
714,0.291706
715,0.207017
716,0.122327
717,0.224874
718,0.140184
719,0.055495
720,0.361434
721,0.276744
722,0.192055
723,0.215603
724,0.148770
725,0.081938
726,0.284453
727,0.199763
728,0.115074
729,0.437402
730,0.328744
731,0.220086
732,0.335761
733,0.227103
734,0.118445
735,0.234121
736,0.125462
737,0.016804
738,0.519638
739,0.410980
740,0.302321
741,0.417997
742,0.309339
743,0.200681
744,0.316356
745,0.207698
746,0.099040
747,0.529735
748,0.421077
749,0.312418
750,0.335967
751,0.234326
752,0.132685
753,0.383137
754,0.274479
755,0.165821
756,0.677491
757,0.656718
758,0.635946
759,0.582812
760,0.562039
761,0.541266
762,0.488133
763,0.467360
764,0.446587
765,0.769329
766,0.748557
767,0.727784
768,0.674650
769,0.653877
770,0.633105
771,0.579971
772,0.559198
773,0.538425
774,0.774625
775,0.753852
776,0.733079
777,0.756628
778,0.661948
779,0.567269
780,0.641951
781,0.621178
782,0.600405
783,0.452841
784,0.336193
785,0.219545
786,0.365124
787,0.248476
788,0.131828
789,0.277406
790,0.160758
791,0.044111
792,0.530275
793,0.413628
794,0.296980
795,0.442558
796,0.325910
797,0.209262
798,0.354841
799,0.238193
800,0.121545
801,0.542773
802,0.426125
803,0.309478
804,0.333026
805,0.245308
806,0.157591
807,0.424022
808,0.307374
809,0.190726
810,0.462045
811,0.393334
812,0.324624
813,0.409136
814,0.340425
815,0.271715
816,0.356227
817,0.287517
818,0.218806
819,0.553883
820,0.485172
821,0.416462
822,0.500974
823,0.432264
824,0.363553
825,0.448065
826,0.379355
827,0.310644
828,0.559179
829,0.490468
830,0.421758
831,0.445306
832,0.392397
833,0.339488
834,0.510044
835,0.441334
836,0.372624
837,0.986452
838,0.949700
839,0.912948
840,0.919620
841,0.882867
842,0.846115
843,0.852787
844,0.816035
845,0.779283
846,1.049483
847,1.012731
848,0.975978
849,0.982650
850,0.945898
851,0.909146
852,0.915818
853,0.879066
854,0.842314
855,1.069182
856,1.032430
857,0.995678
858,1.019226
859,0.952394
860,0.885561
861,0.992201
862,0.955449
863,0.918697
864,0.383129
865,0.346377
866,0.309625
867,0.295411
868,0.258659
869,0.221907
870,0.207694
871,0.170942
872,0.134190
873,0.460563
874,0.423811
875,0.387059
876,0.372846
877,0.336094
878,0.299342
879,0.285128
880,0.248376
881,0.211624
882,0.473061
883,0.436309
884,0.399557
885,0.423105
886,0.335387
887,0.247670
888,0.354310
889,0.317558
890,0.280806
891,0.681280
892,0.572622
893,0.463964
894,0.656218
895,0.547560
896,0.438902
897,0.631156
898,0.522498
899,0.413840
900,0.725106
901,0.616448
902,0.507790
903,0.700044
904,0.591386
905,0.482728
906,0.674982
907,0.566324
908,0.457665
909,0.754408
910,0.645750
911,0.537092
912,0.560640
913,0.535578
914,0.510516
915,0.760968
916,0.652309
917,0.543651
918,0.542600
919,0.513837
920,0.485075
921,0.482729
922,0.453967
923,0.425204
924,0.422859
925,0.394096
926,0.365334
927,0.644040
928,0.615278
929,0.586516
930,0.584170
931,0.555407
932,0.526645
933,0.524299
934,0.495537
935,0.466774
936,0.644535
937,0.615773
938,0.587010
939,0.610558
940,0.550688
941,0.490817
942,0.581477
943,0.552715
944,0.523953
945,0.287831
946,0.235100
947,0.182369
948,0.227961
949,0.175230
950,0.122498
951,0.168090
952,0.115359
953,0.062628
954,0.389272
955,0.336541
956,0.283810
957,0.329401
958,0.276670
959,0.223939
960,0.269531
961,0.216800
962,0.164068
963,0.389767
964,0.337035
965,0.284304
966,0.307852
967,0.247982
968,0.188111
969,0.326709
970,0.273978
971,0.221247
972,0.701645
973,0.656903
974,0.612162
975,0.600004
976,0.555262
977,0.510521
978,0.498363
979,0.453622
980,0.408880
981,0.807887
982,0.763145
983,0.718403
984,0.706246
985,0.661504
986,0.616763
987,0.604605
988,0.559863
989,0.515122
990,0.805981
991,0.761239
992,0.716497
993,0.740045
994,0.638405
995,0.536764
996,0.659383
997,0.614641
998,0.569899
999,0.426549
1000,0.333870
1001,0.241191
1002,0.359717
1003,0.267038
1004,0.174359
1005,0.292885
1006,0.200206
1007,0.107527
1008,0.489580
1009,0.396901
1010,0.304222
1011,0.422748
1012,0.330069
1013,0.237390
1014,0.355915
1015,0.263236
1016,0.170557
1017,0.509280
1018,0.416600
1019,0.323921
1020,0.347470
1021,0.280637
1022,0.213805
1023,0.432299
1024,0.339620
1025,0.246940
1026,0.645095
1027,0.608343
1028,0.571591
1029,0.592186
1030,0.555434
1031,0.518682
1032,0.539277
1033,0.502525
1034,0.465773
1035,0.741734
1036,0.704982
1037,0.668230
1038,0.688825
1039,0.652073
1040,0.615321
1041,0.635916
1042,0.599164
1043,0.562412
1044,0.744629
1045,0.707877
1046,0.671125
1047,0.694673
1048,0.641764
1049,0.588856
1050,0.695495
1051,0.658743
1052,0.621991
1053,0.249659
1054,0.212907
1055,0.176155
1056,0.182827
1057,0.146075
1058,0.109322
1059,0.115994
1060,0.079242
1061,0.042490
1062,0.351099
1063,0.314347
1064,0.277595
1065,0.284267
1066,0.247515
1067,0.210763
1068,0.217435
1069,0.180683
1070,0.143931
1071,0.351594
1072,0.314842
1073,0.278090
1074,0.301638
1075,0.234806
1076,0.167973
1077,0.274613
1078,0.237861
1079,0.201109
1080,0.201396
1081,0.108716
1082,0.016037
1083,0.162410
1084,0.069731
1085,-0.022948
1086,0.123425
1087,0.030745
1088,-0.061934
1089,0.293234
1090,0.200555
1091,0.107876
1092,0.254248
1093,0.161569
1094,0.068890
1095,0.215263
1096,0.122584
1097,0.029905
1098,0.298529
1099,0.205850
1100,0.113171
1101,0.136719
1102,0.097734
1103,0.058748
1104,0.277242
1105,0.184563
1106,0.091884
1107,0.829359
1108,0.800597
1109,0.771834
1110,0.769489
1111,0.740726
1112,0.711964
1113,0.709618
1114,0.680856
1115,0.652093
1116,0.882788
1117,0.854025
1118,0.825263
1119,0.822917
1120,0.794155
1121,0.765392
1122,0.763046
1123,0.734284
1124,0.705522
1125,0.907288
1126,0.878526
1127,0.849764
1128,0.873312
1129,0.813441
1130,0.753570
1131,0.844231
1132,0.815468
1133,0.786706
1134,0.544278
1135,0.459588
1136,0.374899
1137,0.505292
1138,0.420603
1139,0.335913
1140,0.466307
1141,0.381617
1142,0.296928
1143,0.592905
1144,0.508215
1145,0.423526
1146,0.553919
1147,0.469230
1148,0.384540
1149,0.514934
1150,0.430244
1151,0.345555
1152,0.619806
1153,0.535117
1154,0.450427
1155,0.473975
1156,0.434990
1157,0.396004
1158,0.598519
1159,0.513830
1160,0.429140
1161,0.258892
1162,0.222140
1163,0.185388
1164,0.233830
1165,0.197078
1166,0.160326
1167,0.208768
1168,0.172016
1169,0.135264
1170,0.350730
1171,0.313978
1172,0.277226
1173,0.325668
1174,0.288916
1175,0.252164
1176,0.300606
1177,0.263854
1178,0.227102
1179,0.356026
1180,0.319274
1181,0.282522
1182,0.306070
1183,0.281008
1184,0.255946
1185,0.362586
1186,0.325834
1187,0.289082
1188,0.584414
1189,0.531682
1190,0.478951
1191,0.531505
1192,0.478773
1193,0.426042
1194,0.478596
1195,0.425865
1196,0.373133
1197,0.642643
1198,0.589912
1199,0.537181
1200,0.589734
1201,0.537003
1202,0.484272
1203,0.536825
1204,0.484094
1205,0.431363
1206,0.664743
1207,0.612012
1208,0.559281
1209,0.582829
1210,0.529920
1211,0.477011
1212,0.615609
1213,0.562878
1214,0.510147
1215,0.492795
1216,0.392126
1217,0.291458
1218,0.460771
1219,0.360103
1220,0.259434
1221,0.428747
1222,0.328079
1223,0.227410
1224,0.584633
1225,0.483965
1226,0.383296
1227,0.552609
1228,0.451941
1229,0.351272
1230,0.520586
1231,0.419917
1232,0.319248
1233,0.589929
1234,0.489260
1235,0.388592
1236,0.412140
1237,0.380116
1238,0.348092
1239,0.582565
1240,0.481896
1241,0.381228
1242,0.565276
1243,0.544503
1244,0.523730
1245,0.491482
1246,0.470709
1247,0.449936
1248,0.417688
1249,0.396915
1250,0.376142
1251,0.637909
1252,0.617136
1253,0.596363
1254,0.564115
1255,0.543342
1256,0.522569
1257,0.490321
1258,0.469548
1259,0.448775
1260,0.652807
1261,0.632035
1262,0.611262
1263,0.634810
1264,0.561016
1265,0.487222
1266,0.561903
1267,0.541130
1268,0.520357
1269,0.472553
1270,0.403842
1271,0.335132
1272,0.384835
1273,0.316125
1274,0.247415
1275,0.297118
1276,0.228408
1277,0.159697
1278,0.530782
1279,0.462072
1280,0.393362
1281,0.443065
1282,0.374354
1283,0.305644
1284,0.355347
1285,0.286637
1286,0.217927
1287,0.552882
1288,0.484172
1289,0.415462
1290,0.439010
1291,0.351292
1292,0.263575
1293,0.434131
1294,0.365421
1295,0.296711
1296,0.359393
1297,0.266714
1298,0.174035
1299,0.313446
1300,0.220767
1301,0.128088
1302,0.267499
1303,0.174820
1304,0.082140
1305,0.441629
1306,0.348950
1307,0.256271
1308,0.395681
1309,0.303002
1310,0.210323
1311,0.349734
1312,0.257055
1313,0.164376
1314,0.451726
1315,0.359047
1316,0.266368
1317,0.289916
1318,0.243968
1319,0.198021
1320,0.416515
1321,0.323836
1322,0.231157
1323,0.402696
1324,0.333986
1325,0.265275
1326,0.342825
1327,0.274115
1328,0.205405
1329,0.282955
1330,0.214244
1331,0.145534
1332,0.484932
1333,0.416221
1334,0.347511
1335,0.425061
1336,0.356351
1337,0.287640
1338,0.365190
1339,0.296480
1340,0.227770
1341,0.495029
1342,0.426318
1343,0.357608
1344,0.381156
1345,0.321285
1346,0.261415
1347,0.431971
1348,0.363261
1349,0.294550
1350,0.684320
1351,0.631589
1352,0.578858
1353,0.610526
1354,0.557795
1355,0.505064
1356,0.536732
1357,0.484001
1358,0.431270
1359,0.747351
1360,0.694620
1361,0.641888
1362,0.673557
1363,0.620826
1364,0.568094
1365,0.599763
1366,0.547032
1367,0.494300
1368,0.767050
1369,0.714319
1370,0.661588
1371,0.683538
1372,0.609744
1373,0.535950
1374,0.675450
1375,0.622719
1376,0.569987
1377,0.523743
1378,0.455032
1379,0.386322
1380,0.456910
1381,0.388200
1382,0.319490
1383,0.390078
1384,0.321368
1385,0.252657
1386,0.577171
1387,0.508461
1388,0.439750
1389,0.510339
1390,0.441628
1391,0.372918
1392,0.443506
1393,0.374796
1394,0.306086
1395,0.601672
1396,0.532961
1397,0.464251
1398,0.487799
1399,0.420967
1400,0.354134
1401,0.524691
1402,0.455980
1403,0.387270
1404,0.605603
1405,0.584831
1406,0.564058
1407,0.573580
1408,0.552807
1409,0.532034
1410,0.541556
1411,0.520783
1412,0.500010
1413,0.663833
1414,0.643060
1415,0.622287
1416,0.631809
1417,0.611036
1418,0.590263
1419,0.599785
1420,0.579012
1421,0.558240
1422,0.685933
1423,0.665160
1424,0.644387
1425,0.667935
1426,0.635912
1427,0.603888
1428,0.678569
1429,0.657796
1430,0.637023
1431,0.559282
1432,0.522530
1433,0.485778
1434,0.485488
1435,0.448736
1436,0.411984
1437,0.411694
1438,0.374942
1439,0.338190
1440,0.646319
1441,0.609567
1442,0.572815
1443,0.572525
1444,0.535773
1445,0.499021
1446,0.498731
1447,0.461979
1448,0.425227
1449,0.654015
1450,0.617263
1451,0.580511
1452,0.604059
1453,0.530265
1454,0.456471
1455,0.563111
1456,0.526359
1457,0.489607
1458,0.516507
1459,0.423828
1460,0.331149
1461,0.428790
1462,0.336111
1463,0.243431
1464,0.341072
1465,0.248393
1466,0.155714
1467,0.603544
1468,0.510865
1469,0.418186
1470,0.515827
1471,0.423147
1472,0.330468
1473,0.428109
1474,0.335430
1475,0.242751
1476,0.611240
1477,0.518561
1478,0.425882
1479,0.449430
1480,0.361713
1481,0.273996
1482,0.492489
1483,0.399810
1484,0.307131
1485,0.685964
1486,0.585295
1487,0.484627
1488,0.619132
1489,0.518463
1490,0.417794
1491,0.552299
1492,0.451631
1493,0.350962
1494,0.748995
1495,0.648326
1496,0.547657
1497,0.682162
1498,0.581494
1499,0.480825
1500,0.615330
1501,0.514661
1502,0.413993
1503,0.768694
1504,0.668026
1505,0.567357
1506,0.590905
1507,0.524073
1508,0.457240
1509,0.691713
1510,0.591045
1511,0.490376
1512,0.638395
1513,0.585664
1514,0.532933
1515,0.620295
1516,0.567564
1517,0.514833
1518,0.602194
1519,0.549463
1520,0.496732
1521,0.735035
1522,0.682303
1523,0.629572
1524,0.716934
1525,0.664203
1526,0.611472
1527,0.698834
1528,0.646103
1529,0.593371
1530,0.737930
1531,0.685199
1532,0.632467
1533,0.656016
1534,0.637915
1535,0.619815
1536,0.758413
1537,0.705682
1538,0.652950
1539,0.448998
1540,0.356318
1541,0.263639
1542,0.410012
1543,0.317333
1544,0.224654
1545,0.371027
1546,0.278347
1547,0.185668
1548,0.545637
1549,0.452958
1550,0.360279
1551,0.506651
1552,0.413972
1553,0.321293
1554,0.467666
1555,0.374987
1556,0.282308
1557,0.548532
1558,0.455853
1559,0.363174
1560,0.386722
1561,0.347737
1562,0.308751
1563,0.527245
1564,0.434566
1565,0.341887
1566,0.604558
1567,0.535848
1568,0.467137
1569,0.551649
1570,0.482939
1571,0.414228
1572,0.498740
1573,0.430030
1574,0.361319
1575,0.648384
1576,0.579673
1577,0.510963
1578,0.595475
1579,0.526765
1580,0.458054
1581,0.542566
1582,0.473856
1583,0.405145
1584,0.677686
1585,0.608975
1586,0.540265
1587,0.563813
1588,0.510904
1589,0.457995
1590,0.628552
1591,0.559841
1592,0.491131
1593,0.755842
1594,0.639194
1595,0.522546
1596,0.682048
1597,0.565400
1598,0.448752
1599,0.608254
1600,0.491606
1601,0.374958
1602,0.814071
1603,0.697423
1604,0.580776
1605,0.740277
1606,0.623629
1607,0.506982
1608,0.666483
1609,0.549835
1610,0.433188
1611,0.836171
1612,0.719524
1613,0.602876
1614,0.626424
1615,0.552630
1616,0.478836
1617,0.745267
1618,0.628619
1619,0.511971
1620,0.518234
1621,0.457514
1622,0.396793
1623,0.423555
1624,0.362834
1625,0.302114
1626,0.328876
1627,0.268155
1628,0.207435
1629,0.581265
1630,0.520544
1631,0.459823
1632,0.486586
1633,0.425865
1634,0.365144
1635,0.391907
1636,0.331186
1637,0.270465
1638,0.600965
1639,0.540244
1640,0.479523
1641,0.503071
1642,0.408392
1643,0.313713
1644,0.468290
1645,0.407569
1646,0.346848
1647,0.327981
1648,0.307208
1649,0.286435
1650,0.302918
1651,0.282145
1652,0.261373
1653,0.277856
1654,0.257083
1655,0.236310
1656,0.376608
1657,0.355835
1658,0.335062
1659,0.351545
1660,0.330773
1661,0.310000
1662,0.326483
1663,0.305710
1664,0.284937
1665,0.403509
1666,0.382736
1667,0.361963
1668,0.385511
1669,0.360449
1670,0.335387
1671,0.410068
1672,0.389295
1673,0.368523
1674,0.597411
1675,0.544680
1676,0.491948
1677,0.509693
1678,0.456962
1679,0.404231
1680,0.421976
1681,0.369245
1682,0.316514
1683,0.650839
1684,0.598108
1685,0.545377
1686,0.563122
1687,0.510390
1688,0.457659
1689,0.475404
1690,0.422673
1691,0.369942
1692,0.675340
1693,0.622609
1694,0.569877
1695,0.593426
1696,0.505708
1697,0.417991
1698,0.556589
1699,0.503858
1700,0.451126
1701,0.541701
1702,0.512939
1703,0.484177
1704,0.516639
1705,0.487877
1706,0.459114
1707,0.491577
1708,0.462815
1709,0.434052
1710,0.595130
1711,0.566367
1712,0.537605
1713,0.570068
1714,0.541305
1715,0.512543
1716,0.545006
1717,0.516243
1718,0.487481
1719,0.619631
1720,0.590868
1721,0.562106
1722,0.585654
1723,0.560592
1724,0.535529
1725,0.626190
1726,0.597427
1727,0.568665
1728,0.588703
1729,0.543961
1730,0.499220
1731,0.549717
1732,0.504976
1733,0.460234
1734,0.510732
1735,0.465990
1736,0.421248
1737,0.680541
1738,0.635799
1739,0.591058
1740,0.641555
1741,0.596814
1742,0.552072
1743,0.602570
1744,0.557828
1745,0.513087
1746,0.685837
1747,0.641095
1748,0.596353
1749,0.619902
1750,0.580916
1751,0.541931
1752,0.664549
1753,0.619808
1754,0.575066
1755,0.450161
1756,0.381451
1757,0.312741
1758,0.376367
1759,0.307657
1760,0.238947
1761,0.302573
1762,0.233863
1763,0.165153
1764,0.546801
1765,0.478090
1766,0.409380
1767,0.473007
1768,0.404296
1769,0.335586
1770,0.399213
1771,0.330502
1772,0.261792
1773,0.549696
1774,0.480986
1775,0.412275
1776,0.435823
1777,0.362029
1778,0.288235
1779,0.458792
1780,0.390081
1781,0.321371
1782,0.578062
1783,0.501362
1784,0.424662
1785,0.546038
1786,0.469338
1787,0.392639
1788,0.514015
1789,0.437315
1790,0.360615
1791,0.674702
1792,0.598002
1793,0.521302
1794,0.642678
1795,0.565978
1796,0.489278
1797,0.610654
1798,0.533954
1799,0.457254
1800,0.677597
1801,0.600897
1802,0.524197
1803,0.547745
1804,0.515721
1805,0.483697
1806,0.670233
1807,0.593533
1808,0.516833
1809,0.544379
1810,0.459689
1811,0.375000
1812,0.498431
1813,0.413742
1814,0.329052
1815,0.452484
1816,0.367795
1817,0.283105
1818,0.641018
1819,0.556328
1820,0.471639
1821,0.595071
1822,0.510381
1823,0.425692
1824,0.549123
1825,0.464434
1826,0.379744
1827,0.643913
1828,0.559224
1829,0.474534
1830,0.498082
1831,0.452135
1832,0.406188
1833,0.608702
1834,0.524013
1835,0.439323
1836,0.389692
1837,0.312992
1838,0.236292
1839,0.343745
1840,0.267045
1841,0.190345
1842,0.297797
1843,0.221098
1844,0.144398
1845,0.476729
1846,0.400029
1847,0.323329
1848,0.430782
1849,0.354082
1850,0.277382
1851,0.384834
1852,0.308134
1853,0.231435
1854,0.484425
1855,0.407725
1856,0.331025
1857,0.354573
1858,0.308626
1859,0.262679
1860,0.449214
1861,0.372515
1862,0.295815
1863,0.690562
1864,0.573914
1865,0.457267
1866,0.609806
1867,0.493159
1868,0.376511
1869,0.529051
